det(mulher-2, Essa-1)
cc(encostava-se-12, e-16)
conj(encostava-se-12, ficava-17)
adpmod(ficava-17, de-18)
adpcomp(de-18, lá-19)
partmod(ficava-17, olhando-20)
advmod(sem-22, muito-21)
adpmod(olhando-20, sem-22)
adpobj(sem-22, jeito-23)
p(estavam-4, .-24)

adpmod(tenho-4, De-1)
adpobj(De-1, cavalo-2)
neg(tenho-4, não-3)
root(ROOT-0, tenho-4)
det(história-6, nenhuma-5)
dobj(tenho-4, história-6)
adpmod(história-6, para-7)
adpcomp(para-7, contar-8)
cc(tenho-4, e-9)
conj(tenho-4, é-10)
det(pena-12, uma-11)
attr(é-10, pena-12)
mark(é-15, porque-13)
nsubj(é-15, cavalo-14)
advcl(pena-12, é-15)
det(animal-17, um-16)
attr(é-15, animal-17)
adpmod(animal-17, de-18)
amod(beleza-20, grande-19)
adpobj(de-18, beleza-20)
p(tenho-4, .-21)

nsubj(chegou-3, Bem-1)
advmod(chegou-3, agora-2)
root(ROOT-0, chegou-3)
det(hora-5, a-4)
dobj(chegou-3, hora-5)
adpmod(hora-5, de-6)
adpcomp(de-6, falar-7)
adpmod(falar-7, sobre-8)
det(crime-11, o-9)
poss(crime-11, meu-10)
adpobj(sobre-8, crime-11)
p(chegou-3, :-12)
parataxis(chegou-3, matei-13)
num(peixinhos-15, dois-14)
dobj(matei-13, peixinhos-15)
p(chegou-3, .-16)

root(ROOT-0, Juro-1)
mark(foi-4, que-2)
neg(foi-4, não-3)
ccomp(Juro-1, foi-4)
adpmod(foi-4, de-5)
adpobj(de-5, propósito-6)
p(Juro-1, .-7)

root(ROOT-0, Juro-1)
mark(foi-4, que-2)
neg(foi-4, não-3)
ccomp(Juro-1, foi-4)
det(culpa-6, muito-5)
attr(foi-4, culpa-6)
appos(culpa-6, minha-7)
p(Juro-1, .-8)

mark(fosse-2, Se-1)
advcl(dizia-4, fosse-2)
nsubj(dizia-4, eu-3)
root(ROOT-0, dizia-4)
p(dizia-4, .-5)

poss(filho-2, Meu-1)
nsubjpass(viajar-4, filho-2)
auxpass(viajar-4, foi-3)
root(ROOT-0, viajar-4)
adpmod(viajar-4, por-5)
det(mês-7, um-6)
adpobj(por-5, mês-7)
cc(viajar-4, e-8)
nsubj(tomar-10, mandou-me-9)
conj(viajar-4, tomar-10)
dobj(tomar-10, conta-11)
adpmod(conta-11, de-12)
num(peixinhos-14, dois-13)
adpobj(de-12, peixinhos-14)
amod(peixinhos-14, vermelhos-15)
advmod(tomar-10, dentro-16)
adpmod(dentro-16, do-17)
adpobj(do-17, aquário-18)
p(viajar-4, .-19)

cc(era-2, Mas-1)
root(ROOT-0, era-2)
attr(era-2, tempo-3)
advmod(tempo-3, demais-4)
mark(deixarem-6, para-5)
advcl(era-2, deixarem-6)
det(peixes-8, os-7)
dobj(deixarem-6, peixes-8)
adpmod(deixarem-6, comigo-9)
p(era-2, .-10)

neg(é-2, Não-1)
root(ROOT-0, é-2)
mark(seja-6, que-3)
nsubj(seja-6, eu-4)
neg(seja-6, não-5)
csubj(é-2, seja-6)
adpmod(seja-6, de-7)
adpobj(de-7, confiança-8)
p(é-2, .-9)

cc(é-2, Mas-1)
root(ROOT-0, é-2)
mark(sou-4, que-3)
csubj(é-2, sou-4)
advmod(ocupada-6, muito-5)
csubj(sou-4, ocupada-6)
mark(escrevo-9, porque-7)
advmod(escrevo-9, também-8)
advcl(ocupada-6, escrevo-9)
dobj(escrevo-9, histórias-10)
adpmod(histórias-10, para-11)
adpobj(para-11, gente-12)
amod(gente-12, grande-13)
p(é-2, .-14)

root(ROOT-0, E-1)
mwe(como-3, assim-2)
mark(esquecem-9, como-3)
det(mãe-5, a-4)
nsubj(esquecem-9, mãe-5)
cc(mãe-5, ou-6)
det(empregada-8, a-7)
conj(mãe-5, empregada-8)
advcl(E-1, esquecem-9)
det(panela-11, uma-10)
dobj(esquecem-9, panela-11)
adpmod(panela-11, no-12)
adpobj(no-12, fogo-13)
cc(esquecem-9, e-14)
mark(ver-17, quando-15)
aux(ver-17, vão-16)
conj(esquecem-9, ver-17)
advmod(queimou-20, já-18)
prt(queimou-20, se-19)
partmod(ver-17, queimou-20)
det(comida-23, toda-21)
det(comida-23, a-22)
dobj(queimou-20, comida-23)
p(ocupada-28, ---24)
nsubj(ocupada-28, eu-25)
aux(ocupada-28, estava-26)
advmod(ocupada-28, também-27)
partmod(comida-23, ocupada-28)
partmod(ocupada-28, escrevendo-29)
dobj(escrevendo-29, história-30)
p(E-1, .-31)

cc(fiz-3, E-1)
advmod(fiz-3, simplesmente-2)
root(ROOT-0, fiz-3)
det(coisa-5, uma-4)
dobj(fiz-3, coisa-5)
amod(coisa-5, parecida-6)
nsubj(deixar-8, co-7)
parataxis(fiz-3, deixar-8)
det(comida-10, a-9)
nsubj(queimar-11, comida-10)
xcomp(deixar-8, queimar-11)
adpmod(queimar-11, no-12)
adpobj(no-12, fogo-13)
p(deixar-8, :-14)
parataxis(deixar-8, esqueci-15)
num(dias-17, três-16)
dobj(esqueci-15, dias-17)
adpmod(dias-17, de-18)
adpcomp(de-18, dar-19)
dobj(dar-19, comida-20)
adp(peixes-22, aos-21)
iobj(dar-19, peixes-22)
p(fiz-3, !-23)

advmod(aqueles-2, Logo-1)
root(ROOT-0, aqueles-2)
nsubj(eram-4, que-3)
rcmod(aqueles-2, eram-4)
advmod(comilões-6, tão-5)
attr(eram-4, comilões-6)
amod(comilões-6, coitados-7)
p(aqueles-2, .-8)

root(ROOT-0, Além-1)
adpmod(Além-1, de-2)
adpcomp(de-2, dar-3)
dobj(dar-3, comida-4)
nsubj(trocar-8, eu-5)
aux(trocar-8, devia-6)
advmod(trocar-8, sempre-7)
rcmod(comida-4, trocar-8)
det(água-10, a-9)
dobj(trocar-8, água-10)
adpmod(água-10, do-11)
adpobj(do-11, aquário-12)
adpmod(trocar-8, para-13)
nsubj(nadarem-15, eles-14)
adpcomp(para-13, nadarem-15)
adpmod(nadarem-15, em-16)
adpobj(em-16, água-17)
amod(água-17, limpa-18)
p(Além-1, .-19)

cc(era-5, E-1)
det(comida-3, a-2)
nsubj(era-5, comida-3)
neg(era-5, não-4)
root(ROOT-0, era-5)
det(uma-7, qualquer-6)
attr(era-5, uma-7)
p(era-5, :-8)
auxpass(comprada-10, era-9)
parataxis(era-5, comprada-10)
adpmod(comprada-10, em-11)
adpobj(em-11, lojas-12)
amod(lojas-12, especiais-13)
p(era-5, .-14)

det(comida-2, A-1)
nsubj(parecia-3, comida-2)
root(ROOT-0, parecia-3)
det(pozinho-5, um-4)
dobj(parecia-3, pozinho-5)
amod(pozinho-5, horrível-6)
cc(parecia-3, mas-7)
conj(parecia-3, devia-8)
xcomp(devia-8, ser-9)
acomp(ser-9, gostoso-10)
adpmod(gostoso-10, para-11)
adpobj(para-11, peixe-12)
cc(ser-9, porque-13)
nsubj(comiam-15, eles-14)
conj(ser-9, comiam-15)
dobj(comiam-15, tudo-16)
p(parecia-3, .-17)

aux(passado-3, Devem-1)
aux(passado-3, ter-2)
root(ROOT-0, passado-3)
dobj(passado-3, fome-4)
amod(gente-6, igual-5)
appos(fome-4, gente-6)
p(passado-3, .-7)

cc(falamos-3, Mas-1)
nsubj(falamos-3, nós-2)
root(ROOT-0, falamos-3)
cc(falamos-3, e-4)
conj(falamos-3, reclamamos-5)
det(cachorro-7, o-6)
nsubj(late-8, cachorro-7)
xcomp(reclamamos-5, late-8)
det(gato-10, o-9)
nsubj(mia-11, gato-10)
parataxis(late-8, mia-11)
det(animais-14, todos-12)
det(animais-14, os-13)
nsubj(falam-15, animais-14)
parataxis(mia-11, falam-15)
adpmod(falam-15, por-16)
adpobj(por-16, sons-17)
p(falamos-3, .-18)

cc(é-3, Mas-1)
nsubj(é-3, peixe-2)
root(ROOT-0, é-3)
advmod(mudo-5, tão-4)
acomp(é-3, mudo-5)
adpmod(é-3, como-6)
det(árvore-8, uma-7)
adpobj(como-6, árvore-8)
cc(é-3, e-9)
neg(tinha-11, não-10)
conj(é-3, tinha-11)
dobj(tinha-11, voz-12)
mark(reclamar-14, para-13)
advcl(tinha-11, reclamar-14)
cc(reclamar-14, e-15)
dobj(chamar-17, me-16)
conj(reclamar-14, chamar-17)
p(é-3, .-18)

cc(estavam-5, E-1)
mark(ver-4, quando-2)
aux(ver-4, fui-3)
advcl(estavam-5, ver-4)
root(ROOT-0, estavam-5)
amod(magros-7, parados-6)
attr(estavam-5, magros-7)
amod(magros-7, vermelhinhos-8)
p(estavam-5, ---9)
cc(estavam-5, e-10)
advmod(mortos-13, infelizmente-11)
advmod(mortos-13, já-12)
conj(estavam-5, mortos-13)
adpmod(mortos-13, de-14)
adpobj(de-14, fome-15)
p(estavam-5, .-16)

nsubj(ficaram-2, Vocês-1)
root(ROOT-0, ficaram-2)
advmod(zangados-4, muito-3)
acomp(ficaram-2, zangados-4)
adpmod(ficaram-2, comigo-5)
mark(fiz-8, porque-6)
nsubj(fiz-8, eu-7)
advcl(comigo-5, fiz-8)
dobj(fiz-8, isso-9)
p(ficaram-2, ?-10)

advmod(dêem-3, Então-1)
iobj(dêem-3, me-2)
root(ROOT-0, dêem-3)
dobj(dêem-3, perdão-4)
p(dêem-3, .-5)

nsubj(fiquei-3, Eu-1)
advmod(fiquei-3, também-2)
root(ROOT-0, fiquei-3)
advmod(zangada-5, muito-4)
acomp(fiquei-3, zangada-5)
adpmod(zangada-5, com-6)
det(distração-9, a-7)
poss(distração-9, minha-8)
adpobj(com-6, distração-9)
p(fiquei-3, .-10)

cc(era-2, Mas-1)
root(ROOT-0, era-2)
advmod(era-2, tarde-3)
advmod(tarde-3, demais-4)
adpmod(era-2, para-5)
nsubj(lamentar-7, eu-6)
adpcomp(para-5, lamentar-7)
p(era-2, .-8)

nsubj(peço-2, Eu-1)
root(ROOT-0, peço-2)
mwe(que-4, muito-3)
mark(desculpem-7, que-4)
nsubj(desculpem-7, vocês-5)
dobj(desculpem-7, me-6)
ccomp(peço-2, desculpem-7)
p(peço-2, .-8)

root(ROOT-0, Dagora-1)
adpmod(Dagora-1, em-2)
adpcomp(em-2, diante-3)
advmod(ficarei-6, nunca-4)
det(ficarei-6, mais-5)
appos(Dagora-1, ficarei-6)
amod(ficarei-6, distraída-7)
p(Dagora-1, .-8)

nsubj(perdoam-3, Vocês-1)
dobj(perdoam-3, me-2)
root(ROOT-0, perdoam-3)
p(perdoam-3, ?-4)

adpmod(tem-10, A-1)
adpcomp(A-1, partir-2)
adpmod(partir-2, de-3)
adpobj(de-3, histórias-4)
adpmod(histórias-4, de-5)
adpobj(de-5, bichos-6)
p(A-1, ---7)
det(cachorro-9, um-8)
nsubj(tem-10, cachorro-9)
root(ROOT-0, tem-10)
dobj(tem-10, alma-11)
advmod(grande-13, bem-12)
amod(alma-11, grande-13)
det(coelho-15, um-14)
nsubj(tem-16, coelho-15)
parataxis(tem-10, tem-16)
dobj(tem-16, histórias-17)
amod(histórias-17, secretas-18)
p(tem-10, .-19)

p(até-2, ---1)
root(ROOT-0, até-2)
det(revelação-4, a-3)
adpobj(até-2, revelação-4)
adpmod(revelação-4, de-5)
poss(crime-7, seu-6)
adpobj(de-5, crime-7)
adpmod(revelação-4, de-8)
aux(matado-10, ter-9)
adpcomp(de-8, matado-10)
det(peixes-12, os-11)
dobj(matado-10, peixes-12)
compmod(Lispector-14, Clarice-13)
appos(peixes-12, Lispector-14)
partmod(matado-10, transmite-15)
adpmod(transmite-15, neste-16)
adpobj(neste-16, livro-17)
det(mensagem-20, uma-18)
amod(mensagem-20, rica-19)
dobj(transmite-15, mensagem-20)
adpmod(mensagem-20, de-21)
adpobj(de-21, compreensão-22)
amod(compreensão-22, afeto-23)
cc(afeto-23, e-24)
conj(afeto-23, solidariedade-25)
adpmod(transmite-15, para-26)
det(crianças-28, as-27)
adpobj(para-26, crianças-28)
nsubj(lêem-30, que-29)
rcmod(crianças-28, lêem-30)
adpmod(lêem-30, com-31)
det(coração-33, o-32)
adpobj(com-31, coração-33)
p(até-2, .-34)

