nsubj(era-2, Ele-1)
det(prazer-27, certo-26)
adpobj(com-25, prazer-27)
poss(inquietação-29, minha-28)
nsubj(almoçara-32, inquietação-29)
p(inquietação-29, :-30)
neg(almoçara-32, não-31)
ccomp(perscrutando-24, almoçara-32)
advmod(almoçara-32, igualmente-33)
p(jantara-3, .-34)

aux(fazer-3, Corri-1)
adp(fazer-3, a-2)
root(ROOT-0, fazer-3)
dobj(fazer-3, café-4)
mark(conservava-7, enquanto-5)
nsubj(conservava-7, ele-6)
advcl(fazer-3, conservava-7)
det(ar-10, o-8)
amod(ar-10, mesmo-9)
nsubj(casmurro-11, ar-10)
xcomp(conservava-7, casmurro-11)
det(pouco-13, um-12)
dobj(casmurro-11, pouco-13)
amod(pouco-13, infantil-14)
partmod(pouco-13, observando-15)
adpmod(observando-15, de-16)
adpobj(de-16, soslaio-17)
poss(movimentos-19, meus-18)
nsubj(apressados-20, movimentos-19)
ccomp(observando-15, apressados-20)
mark(preparar-22, ao-21)
advcl(apressados-20, preparar-22)
det(mesa-24, a-23)
dobj(preparar-22, mesa-24)
p(fazer-3, .-25)

adpmod(abri-3, De-1)
adpobj(De-1, repente-2)
root(ROOT-0, abri-3)
det(olhos-5, os-4)
dobj(abri-3, olhos-5)
amod(olhos-5, espantada-6)
p(abri-3, .-7)

adpmod(descobria-4, Pela-1)
amod(vez-3, primeira-2)
adpobj(Pela-1, vez-3)
root(ROOT-0, descobria-4)
mark(precisava-7, que-5)
nsubj(precisava-7, Daniel-6)
ccomp(descobria-4, precisava-7)
adpmod(precisava-7, de-8)
adpobj(de-8, mim-9)
p(descobria-4, !-10)

nsubj(tornara-3, Eu-1)
dobj(tornara-3, me-2)
root(ROOT-0, tornara-3)
acomp(tornara-3, necessária-4)
adpmod(necessária-4, ao-5)
adpobj(ao-5, tirano-6)
p(tornara-3, .-7)

nsubj(sabia-2, Ele-1)
root(ROOT-0, sabia-2)
advmod(despediria-6, agora-3)
neg(despediria-6, não-4)
dobj(despediria-6, me-5)
ccomp(sabia-2, despediria-6)
p(sabia-2, .-7)

root(ROOT-0, Lembro-me-1)
adpmod(Lembro-me-1, de-2)
mark(parei-4, que-3)
adpcomp(de-2, parei-4)
adpmod(parei-4, com-5)
det(cafeteira-7, a-6)
adpobj(com-5, cafeteira-7)
adpmod(parei-4, na-8)
adpobj(na-8, mão-9)
amod(mão-9, desnorteada-10)
p(Lembro-me-1, .-11)

nsubj(continuava-2, Daniel-1)
root(ROOT-0, continuava-2)
dobj(continuava-2, sombrio-3)
adpmod(continuava-2, numa-4)
adpobj(numa-4, queixa-5)
partmod(continuava-2, muda-6)
adpmod(muda-6, contra-7)
poss(desleixo-9, meu-8)
adpobj(contra-7, desleixo-9)
amod(desleixo-9, involuntário-10)
p(continuava-2, .-11)

root(ROOT-0, Sorri-1)
det(pouco-3, um-2)
dobj(Sorri-1, pouco-3)
amod(pouco-3, tímida-4)
p(Sorri-1, .-5)

root(ROOT-0, Então-1)
p(Então-1, .-2)

nsubj(precisava-2, ele-1)
root(ROOT-0, precisava-2)
adpmod(precisava-2, de-3)
adpobj(de-3, mim-4)
p(precisava-2, ?-5)

neg(sentia-2, Não-1)
root(ROOT-0, sentia-2)
dobj(sentia-2, alegria-3)
cc(sentia-2, mas-4)
adpmod(pensei-10, como-5)
det(desapontamento-7, um-6)
adpobj(como-5, desapontamento-7)
p(como-5, :-8)
advmod(pensei-10, bem-9)
conj(sentia-2, pensei-10)
xcomp(pensei-10, terminou-11)
poss(função-13, minha-12)
dobj(terminou-11, função-13)
p(sentia-2, .-14)

root(ROOT-0, Assustei-me-1)
adpmod(Assustei-me-1, àquela-2)
adpobj(àquela-2, reflexão-3)
amod(reflexão-3, inopinada-4)
cc(inopinada-4, e-5)
conj(inopinada-4, involuntária-6)
p(Assustei-me-1, .-7)

root(ROOT-0, Servira-1)
advmod(Servira-1, já-2)
det(tempo-5, o-3)
poss(tempo-5, meu-4)
dobj(Servira-1, tempo-5)
adpmod(tempo-5, de-6)
adpcomp(de-6, escrava-7)
p(Servira-1, .-8)

advmod(continuasse-2, Talvez-1)
root(ROOT-0, continuasse-2)
det(sê-lo-4, a-3)
dobj(continuasse-2, sê-lo-4)
adpmod(continuasse-2, sem-5)
adpobj(sem-5, revolta-6)
adpmod(revolta-6, até-7)
det(fim-9, o-8)
adpobj(até-7, fim-9)
adpmod(fim-9, da-10)
adpobj(da-10, vida-11)
p(continuasse-2, .-12)

cc(servia-2, Mas-1)
root(ROOT-0, servia-2)
adpmod(servia-2, a-3)
det(deus-5, um-4)
adpobj(a-3, deus-5)
p(servia-2, .-6)

cc(desencantara-se-4, E-1)
compmod(desencantara-se-4, Daniel-2)
compmod(desencantara-se-4, fraquejara-3)
root(ROOT-0, desencantara-se-4)
p(desencantara-se-4, .-5)

root(ROOT-0, Precisava-1)
adpmod(Precisava-1, de-2)
adpobj(de-2, mim-3)
p(Precisava-1, !-4)

root(ROOT-0, repeti-1)
num(vezes-3, mil-2)
nmod(repeti-1, vezes-3)
advmod(repeti-1, depois-4)
adpmod(repeti-1, com-5)
det(sensação-7, a-6)
adpobj(com-5, sensação-7)
adpmod(sensação-7, de-8)
aux(recebido-10, ter-9)
adpcomp(de-8, recebido-10)
dobj(recebido-10, um-11)
amod(um-11, belo-12)
cc(belo-12, e-13)
amod(presente-15, enorme-14)
amod(grande-16, presente-15)
conj(belo-12, grande-16)
advmod(belo-12, demais-17)
adpmod(demais-17, para-18)
poss(braços-20, meus-19)
adpobj(para-18, braços-20)
cc(belo-12, e-21)
conj(belo-12, para-22)
poss(desejo-24, meu-23)
adpobj(para-22, desejo-24)
p(repeti-1, .-25)

cc(é-5, E-1)
det(mais-3, o-2)
advmod(estranho-4, mais-3)
acomp(é-5, estranho-4)
root(ROOT-0, é-5)
mark(acompanhava-7, que-6)
csubj(é-5, acompanhava-7)
det(impressão-9, esta-8)
dobj(acompanhava-7, impressão-9)
det(outra-11, uma-10)
nsubj(acompanhava-7, outra-11)
advmod(nova-13, absurdamente-12)
amod(outra-11, nova-13)
cc(nova-13, e-14)
conj(nova-13, forte-15)
p(é-5, .-16)

root(ROOT-0, Estava-1)
acomp(Estava-1, livre-2)
csubj(Estava-1, descobri-3)
advmod(descobri-3, afinal-4)
p(Estava-1, .-5)

root(ROOT-0, Como-1)
adpobj(Como-1, entender-me-2)
p(Como-1, ?-3)

root(ROOT-0, Por-1)
adpobj(Por-1, que-2)
adpmod(que-2, de-3)
adpobj(de-3, início-4)
adpobj(Por-1, aquela-5)
partmod(aquela-5, cega-6)
dobj(cega-6, integração-7)
p(Por-1, ?-8)

root(ROOT-0, E-1)
advmod(alegria-5, depois-2)
det(alegria-5, a-3)
advmod(alegria-5, quase-4)
adpobj(E-1, alegria-5)
adpmod(alegria-5, da-6)
adpobj(da-6, libertação-7)
p(E-1, ?-8)

root(ROOT-0, De-1)
det(matéria-3, que-2)
nsubj(sou-4, matéria-3)
adpcomp(De-1, sou-4)
partmod(sou-4, feita-5)
advmod(entrelaçam-8, onde-6)
prt(entrelaçam-8, se-7)
ccomp(feita-5, entrelaçam-8)
cc(entrelaçam-8, mas-9)
neg(fundem-12, não-10)
prt(fundem-12, se-11)
conj(entrelaçam-8, fundem-12)
det(elementos-14, os-13)
dobj(fundem-12, elementos-14)
cc(elementos-14, e-15)
det(base-17, a-16)
conj(elementos-14, base-17)
adpmod(base-17, de-18)
adpobj(de-18, mil-19)
det(vidas-21, outras-20)
nmod(entrelaçam-8, vidas-21)
p(De-1, ?-22)

root(ROOT-0, Sigo-1)
det(caminhos-4, todos-2)
det(caminhos-4, os-3)
dobj(Sigo-1, caminhos-4)
cc(Sigo-1, e-5)
attr(é-8, nenhum-6)
adpmod(nenhum-6, deles-7)
conj(Sigo-1, é-8)
advmod(é-8, ainda-9)
det(meu-11, o-10)
attr(é-8, meu-11)
p(Sigo-1, .-12)

nsubj(moldada-2, Fui-1)
root(ROOT-0, moldada-2)
adpmod(moldada-2, em-3)
det(estátuas-5, tantas-4)
adpobj(em-3, estátuas-5)
cc(moldada-2, e-6)
neg(imobilizei-9, não-7)
dobj(imobilizei-9, me-8)
conj(moldada-2, imobilizei-9)
p(moldada-2, .-10)

root(ROOT-0, Daí-1)
adpmod(Daí-1, em-2)
adpcomp(em-2, diante-3)
mwe(que-5, sem-4)
mark(descuidei-8, que-5)
det(deliberasse-7, o-6)
nsubj(descuidei-8, deliberasse-7)
advcl(diante-3, descuidei-8)
acomp(descuidei-8, imperceptivelmente-9)
adpmod(imperceptivelmente-9, de-10)
adpobj(de-10, Daniel-11)
p(Daí-1, .-12)

cc(aceitava-5, E-1)
advmod(aceitava-5, já-2)
advmod(aceitava-5, agora-3)
neg(aceitava-5, não-4)
root(ROOT-0, aceitava-5)
poss(domínio-7, seu-6)
dobj(aceitava-5, domínio-7)
p(aceitava-5, .-8)

root(ROOT-0, Resignava-me-1)
advmod(Resignava-me-1, apenas-2)
p(Resignava-me-1, .-3)

mwe(que-2, Para-1)
mark(narrar-3, que-2)
root(ROOT-0, narrar-3)
amod(fatos-5, pequenos-4)
dobj(narrar-3, fatos-5)
nsubj(demonstrem-7, que-6)
rcmod(fatos-5, demonstrem-7)
poss(caminhada-10, minha-8)
amod(caminhada-10, progressiva-9)
dobj(demonstrem-7, caminhada-10)
adpmod(caminhada-10, para-11)
det(intolerância-13, a-12)
adpobj(para-11, intolerância-13)
cc(demonstrem-7, e-14)
adpmod(demonstrem-7, para-15)
det(ódio-17, o-16)
adpobj(para-15, ódio-17)
p(narrar-3, ?-18)

root(ROOT-0, Sabe-se-1)
advmod(Sabe-se-1, bem-2)
mark(basta-4, quanto-3)
advcl(Sabe-se-1, basta-4)
mark(transformar-6, para-5)
advcl(basta-4, transformar-6)
det(atmosfera-8, a-7)
dobj(transformar-6, atmosfera-8)
adpmod(transformar-6, em-9)
nsubj(vivem-11, que-10)
adpcomp(em-9, vivem-11)
num(pessoas-13, duas-12)
dobj(vivem-11, pessoas-13)
p(Sabe-se-1, .-14)

det(gesto-3, Um-1)
amod(gesto-3, pequeno-2)
root(ROOT-0, gesto-3)
det(sorriso-5, um-4)
appos(gesto-3, sorriso-5)
partmod(sorriso-5, prendem-se-6)
adpmod(prendem-se-6, como-7)
det(anzol-9, um-8)
adpobj(como-7, anzol-9)
adpmod(anzol-9, a-10)
adpobj(a-10, um-11)
adpmod(um-11, dos-12)
adpobj(dos-12, sentimentos-13)
nsubj(repousam-15, que-14)
rcmod(sentimentos-13, repousam-15)
partmod(repousam-15, enovelados-16)
adpmod(enovelados-16, no-17)
adpobj(no-17, fundo-18)
adpmod(fundo-18, das-19)
adpobj(das-19, águas-20)
amod(águas-20, sossegadas-21)
cc(sossegadas-21, e-22)
conj(sossegadas-21, leva-o-23)
adpmod(enovelados-16, à-24)
adpobj(à-24, tona-25)
amod(tona-25, fá-lo-26)
partmod(enovelados-16, gritar-27)
advmod(gritar-27, acima-28)
adpmod(acima-28, dos-29)
adpobj(dos-29, outros-30)
p(gesto-3, .-31)

aux(viver-3, Continuamos-1)
adp(viver-3, a-2)
root(ROOT-0, viver-3)
p(viver-3, .-4)

cc(degustava-4, E-1)
advmod(degustava-4, agora-2)
nsubj(degustava-4, eu-3)
root(ROOT-0, degustava-4)
dobj(degustava-4, dia-5)
adpmod(dia-5, a-6)
adpobj(a-6, dia-7)
adpmod(degustava-4, a-8)
adpobj(a-8, princípio-9)
amod(princípio-9, mesclado-10)
adpmod(mesclado-10, ao-11)
adpobj(ao-11, sabor-12)
adpmod(sabor-12, do-13)
adpobj(do-13, triunfo-14)
det(poder-16, o-15)
nsubjpass(degustava-4, poder-16)
adpmod(poder-16, de-17)
adpobj(de-17, olhar-18)
adpmod(olhar-18, de-19)
adpobj(de-19, frente-20)
adpmod(poder-16, para-21)
det(ídolo-23, o-22)
adpobj(para-21, ídolo-23)
p(degustava-4, .-24)

nsubj(percebeu-2, Ele-1)
root(ROOT-0, percebeu-2)
poss(transformação-4, minha-3)
dobj(percebeu-2, transformação-4)
cc(percebeu-2, e-5)
prt(retraiu-se-9, se-6)
adpmod(se-6, de-7)
adpobj(de-7, início-8)
conj(percebeu-2, retraiu-se-9)
nsubj(retornou-14, surpreso-10)
adpmod(surpreso-10, com-11)
poss(coragem-13, minha-12)
adpobj(com-11, coragem-13)
partmod(retraiu-se-9, retornou-14)
adpmod(retornou-14, ao-15)
adpobj(ao-15, jugo-16)
amod(jugo-16, antigo-17)
adpmod(jugo-16, com-18)
det(violência-20, mais-19)
adpobj(com-18, violência-20)
amod(violência-20, pronto-21)
adpmod(pronto-21, a-22)
neg(escapar-25, não-23)
aux(escapar-25, deixar-me-24)
adpcomp(a-22, escapar-25)
p(percebeu-2, .-26)

root(ROOT-0, Encontraria-1)
advmod(Encontraria-1, porém-2)
poss(violência-5, minha-3)
amod(violência-5, própria-4)
dobj(Encontraria-1, violência-5)
p(Encontraria-1, .-6)

amod(forças-5, Armamo-nos-1)
cc(Armamo-nos-1, e-2)
conj(Armamo-nos-1, éramos-3)
num(forças-5, duas-4)
root(ROOT-0, forças-5)
p(forças-5, .-6)

root(ROOT-0, Respirávamos-1)
advmod(Respirávamos-1, mal-2)
adpmod(Respirávamos-1, no-3)
adpobj(no-3, quarto-4)
p(Respirávamos-1, .-5)

root(ROOT-0, Movíamo-nos-1)
mwe(que-3, como-2)
dep(Movíamo-nos-1, que-3)
advmod(que-3, dentro-4)
adpmod(dentro-4, do-5)
adpobj(do-5, perigo-6)
adpmod(perigo-6, à-7)
adpobj(à-7, espera-8)
adpmod(espera-8, de-9)
mark(concretizasse-13, que-10)
nsubj(concretizasse-13, ele-11)
dobj(concretizasse-13, se-12)
adpcomp(de-9, concretizasse-13)
cc(concretizasse-13, e-14)
conj(concretizasse-13, nos-15)
adpobj(nos-15, caísse-16)
adpmod(nos-15, em-17)
adpobj(em-17, cima-18)
adpmod(cima-18, pelas-19)
adpobj(pelas-19, costas-20)
p(Movíamo-nos-1, .-21)

root(ROOT-0, Tornamo-nos-1)
amod(Tornamo-nos-1, astuciosos-2)
partmod(Tornamo-nos-1, procurando-3)
num(intenções-5, mil-4)
dobj(procurando-3, intenções-5)
amod(intenções-5, ocultas-6)
adpmod(procurando-3, em-7)
det(palavra-9, cada-8)
adpobj(em-7, palavra-9)
amod(palavra-9, proferida-10)
p(Tornamo-nos-1, .-11)

root(ROOT-0, Feríamo-nos-1)
adpmod(Feríamo-nos-1, a-2)
det(momento-4, cada-3)
adpobj(a-2, momento-4)
cc(Feríamo-nos-1, e-5)
conj(Feríamo-nos-1, estabelecemos-6)
det(vitória-8, a-7)
dobj(estabelecemos-6, vitória-8)
cc(vitória-8, e-9)
det(derrota-11, a-10)
conj(vitória-8, derrota-11)
p(Feríamo-nos-1, .-12)

root(ROOT-0, Tornei-me-1)
amod(Tornei-me-1, cruel-2)
p(Tornei-me-1, .-3)

nsubj(mostrou-se-4, Ele-1)
aux(mostrou-se-4, tornou-se-2)
advmod(mostrou-se-4, fraco-3)
csubj(era-7, mostrou-se-4)
adpmod(mostrou-se-4, como-5)
adpcomp(como-5, realmente-6)
root(ROOT-0, era-7)
p(era-7, .-8)

root(ROOT-0, Havia-1)
dobj(Havia-1, ocasiões-2)
adpmod(pedia-10, em-3)
adpobj(em-3, que-4)
mark(pedia-10, por-5)
det(triz-7, um-6)
nsubj(pedia-10, triz-7)
neg(pedia-10, não-8)
iobj(pedia-10, me-9)
advcl(ocasiões-2, pedia-10)
dobj(pedia-10, apoio-11)
partmod(apoio-11, confessando-12)
det(isolamento-14, o-13)
dobj(confessando-12, isolamento-14)
adpmod(deixara-20, em-15)
adpobj(em-15, que-16)
poss(libertação-18, minha-17)
nsubj(deixara-20, libertação-18)
dobj(deixara-20, o-19)
rcmod(confessando-12, deixara-20)
cc(deixara-20, e-21)
mark(sabia-27, que-22)
mwe(de-24, depois-23)
adpmod(sabia-27, de-24)
adpobj(de-24, mim-25)
neg(sabia-27, não-26)
conj(deixara-20, sabia-27)
advmod(suportar-29, mais-28)
xcomp(sabia-27, suportar-29)
p(Havia-1, .-30)

nsubj(mesma-2, Eu-1)
nsubj(desejava-8, mesma-2)
adpmod(mesma-2, num-3)
amod(desfalecimento-5, rápido-4)
adpobj(num-3, desfalecimento-5)
adpmod(desfalecimento-5, de-6)
adpobj(de-6, forças-7)
root(ROOT-0, desejava-8)
adpmod(desejava-8, às-9)
adpobj(às-9, vezes-10)
xcomp(desejava-8, estender-lhe-11)
det(mão-13, a-12)
dobj(estender-lhe-11, mão-13)
p(desejava-8, .-14)

adpmod(avançáramos-3, No-1)
adpcomp(No-1, entanto-2)
root(ROOT-0, avançáramos-3)
advmod(avançáramos-3, demasiado-4)
advmod(avançáramos-3, longe-5)
cc(avançáramos-3, e-6)
amod(recuar-10, orgulhosos-7)
neg(recuar-10, não-8)
aux(recuar-10, poderíamos-9)
conj(avançáramos-3, recuar-10)
p(avançáramos-3, .-11)

root(ROOT-0, Sustentava-nos-1)
advmod(Sustentava-nos-1, agora-2)
det(luta-4, a-3)
dobj(Sustentava-nos-1, luta-4)
p(Sustentava-nos-1, .-5)

mark(mostrava-se-5, Como-1)
det(criança-3, uma-2)
nsubj(mostrava-se-5, criança-3)
amod(criança-3, doente-4)
root(ROOT-0, mostrava-se-5)
det(vez-7, cada-6)
nmod(mais-8, vez-7)
advmod(caprichoso-9, mais-8)
acomp(mostrava-se-5, caprichoso-9)
p(mostrava-se-5, .-10)

det(palavra-2, Qualquer-1)
nsubj(era-4, palavra-2)
appos(palavra-2, minha-3)
root(ROOT-0, era-4)
det(início-6, o-5)
attr(era-4, início-6)
adpmod(início-6, de-7)
amod(discussão-9, ríspida-8)
adpobj(de-7, discussão-9)
p(era-4, .-10)

root(ROOT-0, Descobrimos-1)
advmod(tarde-3, mais-2)
advmod(Descobrimos-1, tarde-3)
det(recurso-5, outro-4)
dobj(Descobrimos-1, recurso-5)
advmod(recurso-5, ainda-6)
p(recurso-5, :-7)
det(silêncio-9, o-8)
appos(recurso-5, silêncio-9)
p(Descobrimos-1, .-10)

root(ROOT-0, Mal-1)
adpmod(Mal-1, nos-2)
adpobj(nos-2, falávamos-3)
p(Mal-1, .-4)

cc(separávamos-7, E-1)
adpmod(separávamos-7, por-2)
adpobj(por-2, que-3)
advmod(nos-6, então-4)
neg(nos-6, não-5)
dobj(separávamos-7, nos-6)
root(ROOT-0, separávamos-7)
mwe(vez-9, uma-8)
mwe(que-10, vez-9)
adpmod(separávamos-7, que-10)
det(laço-12, nenhum-11)
adpobj(que-10, laço-12)
amod(laço-12, sério-13)
adpmod(laço-12, nos-14)
adpobj(nos-14, prendia-15)
p(separávamos-7, ?-16)

nsubj(propunha-4, ele-1)
neg(propunha-4, não-2)
aux(propunha-4, mo-3)
csubj(fosse-25, propunha-4)
mark(habituara-7, porque-5)
dobj(habituara-7, se-6)
advcl(propunha-4, habituara-7)
adpmod(habituara-7, à-8)
poss(ajuda-10, minha-9)
adpobj(à-8, ajuda-10)
cc(propunha-4, e-11)
advmod(conseguiria-14, igualmente-12)
neg(conseguiria-14, não-13)
conj(propunha-4, conseguiria-14)
advmod(viver-16, mais-15)
xcomp(conseguiria-14, viver-16)
adpmod(viver-16, sem-17)
adpobj(sem-17, alguém-18)
adpmod(viver-16, sobre-19)
nsubj(exercesse-21, quem-20)
adpcomp(sobre-19, exercesse-21)
dobj(exercesse-21, poder-22)
adpmod(exercesse-21, para-23)
adpobj(para-23, quem-24)
root(ROOT-0, fosse-25)
attr(fosse-25, rei-26)
adpmod(fosse-25, desde-27)
mark(era-31, que-28)
neg(era-31, não-29)
nsubj(era-31, o-30)
adpcomp(desde-27, era-31)
adpmod(era-31, em-32)
adpobj(em-32, parte-33)
appos(parte-33, alguma-34)
p(fosse-25, .-35)

cc(amasse-5, E-1)
advmod(mesmo-3, talvez-2)
advmod(amasse-5, mesmo-3)
advmod(amasse-5, já-4)
root(ROOT-0, amasse-5)
poss(companhia-7, minha-6)
dobj(amasse-5, companhia-7)
appos(companhia-7, ele-8)
nsubj(fora-11, que-9)
advmod(fora-11, sempre-10)
rcmod(ele-8, fora-11)
advmod(solitário-13, tão-12)
acomp(fora-11, solitário-13)
p(amasse-5, .-14)

advmod(sentia-5, Quanto-1)
adpmod(sentia-5, a-2)
adpobj(a-2, mim-3)
p(a-2, --4)
root(ROOT-0, sentia-5)
dobj(sentia-5, prazer-6)
adpmod(sentia-5, em-7)
adpobj(em-7, odiá-lo-8)
p(sentia-5, .-9)

adpmod(invadidas-6, Até-1)
det(relações-4, as-2)
amod(relações-4, novas-3)
adpobj(Até-1, relações-4)
auxpass(invadidas-6, foram-5)
root(ROOT-0, invadidas-6)
adpmod(invadidas-6, pelo-7)
adpobj(pelo-7, hábito-8)
p(invadidas-6, .-9)

root(ROOT-0, Vivi-1)
adpmod(Vivi-1, com-2)
adpobj(com-2, Daniel-3)
advmod(dois-6, perto-4)
adp(perto-4, de-5)
num(anos-7, dois-6)
nmod(Vivi-1, anos-7)
p(Vivi-1, .-8)

neg(ódio-6, Já-1)
advmod(mesmo-4, agora-2)
advmod(mesmo-4, nem-3)
advmod(ódio-6, mesmo-4)
det(ódio-6, o-5)
root(ROOT-0, ódio-6)
p(ódio-6, .-7)

root(ROOT-0, Estávamos-1)
acomp(Estávamos-1, cansados-2)
p(Estávamos-1, .-3)

det(vez-2, Uma-1)
root(ROOT-0, vez-2)
adpmod(vez-2, após-3)
det(semana-5, uma-4)
adpobj(após-3, semana-5)
adpmod(semana-5, de-6)
adpobj(de-6, chuva-7)
nsubj(aprisionara-10, que-8)
dobj(aprisionara-10, nos-9)
rcmod(semana-5, aprisionara-10)
adpmod(aprisionara-10, durante-11)
adpobj(durante-11, dias-12)
amod(dias-12, juntos-13)
adpmod(aprisionara-10, no-14)
adpobj(no-14, quarto-15)
partmod(aprisionara-10, esgotando-16)
adpmod(esgotando-16, ao-17)
adpobj(ao-17, limite-18)
det(nervos-21, os-19)
poss(nervos-21, nossos-20)
dobj(esgotando-16, nervos-21)
p(deu-se-25, --22)
det(vez-24, uma-23)
nsubj(deu-se-25, vez-24)
rcmod(nervos-21, deu-se-25)
det(conclusão-27, a-26)
dobj(deu-se-25, conclusão-27)
p(vez-2, .-28)

root(ROOT-0, Era-1)
det(fim-3, um-2)
attr(Era-1, fim-3)
adpmod(fim-3, de-4)
adpobj(de-4, tarde-5)
advmod(sombrio-7, precocemente-6)
amod(fim-3, sombrio-7)
p(Era-1, .-8)

det(chuva-2, A-1)
nsubj(gotejava-3, chuva-2)
root(ROOT-0, gotejava-3)
advmod(gotejava-3, monotonamente-4)
advmod(fora-6, lá-5)
advmod(monotonamente-4, fora-6)
p(gotejava-3, .-7)

det(faláramos-2, Pouco-1)
root(ROOT-0, faláramos-2)
adpmod(faláramos-2, durante-3)
det(dia-5, o-4)
adpobj(durante-3, dia-5)
p(faláramos-2, .-6)

root(ROOT-0, Daniel-1)
det(rosto-3, o-2)
appos(Daniel-1, rosto-3)
amod(rosto-3, branco-4)
adpmod(rosto-3, sobre-5)
det(escura-8, a-6)
amod(escura-8, écharpe-7)
adpobj(sobre-5, escura-8)
adpmod(escura-8, do-9)
adpobj(do-9, pescoço-10)
partmod(escura-8, olhava-11)
adpmod(olhava-11, pela-12)
adpobj(pela-12, janela-13)
p(Daniel-1, .-14)

det(água-2, A-1)
nsubj(embaciara-3, água-2)
root(ROOT-0, embaciara-3)
det(vidros-5, os-4)
nsubj(puxou-6, vidros-5)
xcomp(embaciara-3, puxou-6)
det(lenço-8, o-7)
dobj(puxou-6, lenço-8)
cc(puxou-6, e-9)
advmod(traindo-28, atentamente-10)
mark(limpá-los-22, como-11)
mark(crescesse-17, se-12)
adpmod(crescesse-17, de-13)
adpobj(de-13, súbito-14)
det(fato-16, o-15)
nsubj(crescesse-17, fato-16)
advcl(limpá-los-22, crescesse-17)
adpmod(crescesse-17, de-18)
adpobj(de-18, importãncia-19)
aux(limpá-los-22, pôs-se-20)
adp(limpá-los-22, a-21)
advcl(traindo-28, limpá-los-22)
det(movimentos-24, os-23)
nsubj(traindo-28, movimentos-24)
amod(movimentos-24, minuciosos-25)
cc(movimentos-24, e-26)
conj(movimentos-24, cuidados-27)
conj(puxou-6, traindo-28)
det(esforço-30, o-29)
dobj(traindo-28, esforço-30)
nsubj(custava-33, que-31)
iobj(custava-33, lhe-32)
rcmod(esforço-30, custava-33)
xcomp(custava-33, conter-34)
det(enervamento-36, o-35)
dobj(conter-34, enervamento-36)
p(embaciara-3, .-37)

nsubj(observava-3, Eu-1)
dobj(observava-3, o-2)
root(ROOT-0, observava-3)
adpmod(observava-3, de-4)
adpobj(de-4, pé-5)
advmod(observava-3, junto-6)
adpmod(junto-6, ao-7)
adpobj(ao-7, sofá-8)
p(observava-3, .-9)

det(tique-taque-2, O-1)
nsubj(latejava-5, tique-taque-2)
adpmod(tique-taque-2, do-3)
adpobj(do-3, relógio-4)
root(ROOT-0, latejava-5)
advmod(latejava-5, dentro-6)
adpmod(dentro-6, do-7)
adpobj(do-7, quarto-8)
amod(quarto-8, arquejante-9)
p(latejava-5, .-10)

advmod(continuasse-4, Então-1)
mark(continuasse-4, como-2)
prt(continuasse-4, se-3)
advcl(falei-7, continuasse-4)
det(discussão-6, uma-5)
nsubj(falei-7, discussão-6)
root(ROOT-0, falei-7)
adpmod(falei-7, para-8)
poss(surpresa-11, minha-9)
amod(surpresa-11, própria-10)
adpobj(para-8, surpresa-11)
p(falei-7, :-12)
p(continuar-18, --13)
mark(continuar-18, Mas-14)
nsubj(continuar-18, isto-15)
neg(continuar-18, não-16)
aux(continuar-18, pode-17)
advcl(falei-7, continuar-18)
p(continuar-18, .-19)

root(ROOT-0, Voltou-se-1)
cc(Voltou-se-1, e-2)
conj(Voltou-se-1, deparei-3)
adpmod(deparei-3, com-4)
poss(olhos-6, seus-5)
adpobj(com-4, olhos-6)
amod(olhos-6, frios-7)
advmod(curiosos-9, talvez-8)
amod(irônicos-11, curiosos-9)
advmod(irônicos-11, certamente-10)
amod(Voltou-se-1, irônicos-11)
p(Voltou-se-1, .-12)

det(raiva-3, Toda-1)
poss(raiva-3, minha-2)
nsubj(concentrou-5, raiva-3)
dobj(concentrou-5, se-4)
root(ROOT-0, concentrou-5)
adpmod(concentrou-5, neste-6)
adpobj(neste-6, momento-7)
cc(concentrou-5, e-8)
conj(concentrou-5, pesou-me-9)
adpmod(pesou-me-9, no-10)
adpobj(no-10, peito-11)
adpmod(pesou-me-9, como-12)
det(pedra-14, uma-13)
adpobj(como-12, pedra-14)
p(concentrou-5, .-15)

p(De-2, --1)
root(ROOT-0, De-2)
adpobj(De-2, que-3)
dobj(ris-5, te-4)
appos(que-3, ris-5)
p(De-2, ?-6)

root(ROOT-0, Perguntei-1)
p(Perguntei-1, .-2)

nsubj(fitar-me-4, Ele-1)
aux(fitar-me-4, continuou-2)
adp(fitar-me-4, a-3)
root(ROOT-0, fitar-me-4)
cc(fitar-me-4, e-5)
conj(fitar-me-4, tornou-6)
adpmod(tornou-6, a-7)
adpcomp(a-7, limpar-8)
det(vidros-10, os-9)
dobj(limpar-8, vidros-10)
adpmod(vidros-10, da-11)
adpobj(da-11, janela-12)
p(fitar-me-4, .-13)

root(ROOT-0, De-1)
adpobj(De-1, repente-2)
amod(repente-2, lembrou-se-3)
cc(De-1, e-4)
conj(De-1, respondeu-5)
p(respondeu-5, :-6)
p(De-8, --7)
adpmod(respondeu-5, De-8)
adpobj(De-8, ti-9)
p(De-1, .-10)

root(ROOT-0, Assustei-me-1)
p(Assustei-me-1, .-2)

