det(apito-2, O-1)
aux(derramar-15, começou-13)
adp(derramar-15, a-14)
adpmod(chegou-9, derramar-15)
dobj(derramar-15, querosene-16)
adpmod(derramar-15, no-17)
adpobj(no-17, chão-18)
cc(derramar-15, e-19)
conj(derramar-15, nas-20)
amod(pejadas-22, estantes-21)
adpobj(nas-20, pejadas-22)
adpmod(pejadas-22, de-23)
adpobj(de-23, papéis-24)
p(chamou-2, .-25)

mark(terminou-2, Quando-1)
advcl(jogou-3, terminou-2)
root(ROOT-0, jogou-3)
det(garrafa-5, a-4)
dobj(jogou-3, garrafa-5)
adpmod(jogou-3, ao-6)
adpobj(ao-6, acaso-7)
p(jogou-3, .-8)

p(Mete-2, --1)
root(ROOT-0, Mete-2)
adpobj(Mete-2, fogo-3)
p(Mete-2, .-4)

root(ROOT-0, ordenou-1)
dobj(ordenou-1, Teodoro-2)
p(ordenou-1, .-3)

det(cabra-2, O-1)
nsubj(riscou-3, cabra-2)
root(ROOT-0, riscou-3)
det(fósforo-5, um-4)
dobj(riscou-3, fósforo-5)
adpmod(riscou-3, a-6)
adpcomp(a-6, chama-7)
dobj(chama-7, andou-8)
adpmod(chama-7, pelo-9)
adpobj(pelo-9, chão-10)
dobj(elevou-12, se-11)
ccomp(chama-7, elevou-12)
adpmod(elevou-12, por-13)
det(estante-15, uma-14)
adpobj(por-13, estante-15)
csubj(elevou-12, encontrou-16)
det(folha-18, uma-17)
dobj(encontrou-16, folha-18)
adpmod(folha-18, de-19)
adpobj(de-19, papel-20)
partmod(folha-18, engordou-21)
adpmod(engordou-21, nos-22)
adpobj(nos-22, documentos-23)
amod(documentos-23, arquivados-24)
adpmod(engordou-21, no-25)
adpobj(no-25, cartório-26)
p(riscou-3, .-27)

nsubj(saiu-2, Teodoro-1)
root(ROOT-0, saiu-2)
adpmod(saiu-2, com-3)
det(cabra-5, o-4)
adpobj(com-3, cabra-5)
advmod(saiu-2, agora-6)
det(homens-9, os-7)
poss(homens-9, seus-8)
nsubj(guardavam-10, homens-9)
conj(saiu-2, guardavam-10)
det(esquina-12, a-11)
dobj(guardavam-10, esquina-12)
partmod(esquina-12, esperando-13)
mark(tomasse-17, que-14)
det(fogo-16, o-15)
nsubj(tomasse-17, fogo-16)
ccomp(esperando-13, tomasse-17)
dobj(tomasse-17, corpo-18)
p(saiu-2, .-19)

nsubj(vestia-2, Teodoro-1)
root(ROOT-0, vestia-2)
det(branco-5, um-3)
amod(branco-5, paletó-4)
nsubj(tinha-12, branco-5)
adpmod(branco-5, sobre-6)
det(calça-8, a-7)
adpobj(sobre-6, calça-8)
adpmod(calça-8, de-9)
adpobj(de-9, brim-10)
amod(brim-10, cáqui-11)
xcomp(vestia-2, tinha-12)
dobj(tinha-12, um-13)
amod(enorme-15, solitário-14)
amod(um-13, enorme-15)
adpmod(tinha-12, no-16)
adpobj(no-16, dedo-17)
amod(dedo-17, mínimo-18)
p(vestia-2, .-19)

adpmod(juntando-4, Na-1)
adpobj(Na-1, rua-2)
aux(juntando-4, ia-3)
root(ROOT-0, juntando-4)
dobj(juntando-4, gente-5)
p(juntando-4, .-6)

nsubj(ordenou-2, Teodoro-1)
root(ROOT-0, ordenou-2)
adp(cabras-4, aos-3)
iobj(ordenou-2, cabras-4)
nsubj(montassem-6, que-5)
ccomp(ordenou-2, montassem-6)
p(ordenou-2, .-7)

adpmod(espalhavam-6, Com-1)
det(patas-3, as-2)
adpobj(Com-1, patas-3)
adpmod(patas-3, dos-4)
adpobj(dos-4, cavalos-5)
root(ROOT-0, espalhavam-6)
det(curiosos-8, os-7)
acomp(espalhavam-6, curiosos-8)
advmod(próximos-10, mais-9)
amod(curiosos-8, próximos-10)
p(espalhavam-6, .-11)

adpmod(aparecendo-4, Na-1)
adpobj(Na-1, rua-2)
aux(aparecendo-4, iam-3)
root(ROOT-0, aparecendo-4)
nsubjpass(aparecendo-4, homens-5)
adpmod(homens-5, de-6)
adpobj(de-6, Horácio-7)
amod(Horácio-7, armados-8)
p(aparecendo-4, .-9)

nsubj(dobrou-2, Teodoro-1)
root(ROOT-0, dobrou-2)
det(esquina-4, a-3)
dobj(dobrou-2, esquina-4)
adpmod(dobrou-2, com-5)
poss(capangas-7, seus-6)
adpobj(com-5, capangas-7)
partmod(dobrou-2, procurando-8)
det(estrada-10, a-9)
dobj(procurando-8, estrada-10)
adpmod(estrada-10, de-11)
adpobj(de-11, Mutuns-12)
p(dobrou-2, .-13)

mark(partiram-3, Quando-1)
nsubj(partiram-3, eles-2)
advcl(encheu-6, partiram-3)
det(gente-5, a-4)
nsubj(encheu-6, gente-5)
root(ROOT-0, encheu-6)
det(rua-8, a-7)
nsubj(apareceu-10, rua-8)
appos(rua-8, Venâncio-9)
ccomp(encheu-6, apareceu-10)
partmod(apareceu-10, arrancando-11)
det(cabelos-13, os-12)
dobj(arrancando-11, cabelos-13)
det(homens-15, os-14)
nsubj(correram-18, homens-15)
adpmod(homens-15, de-16)
adpobj(de-16, Horácio-17)
partmod(arrancando-11, correram-18)
adpmod(correram-18, com-19)
det(armas-21, as-20)
adpobj(com-19, armas-21)
p(encheu-6, .-22)

adpmod(atiraram-3, Da-1)
adpobj(Da-1, esquina-2)
root(ROOT-0, atiraram-3)
det(cabras-5, os-4)
dobj(atiraram-3, cabras-5)
adpmod(cabras-5, de-6)
adpobj(de-6, Teodoro-7)
partmod(atiraram-3, respondiam-8)
p(atiraram-3, .-9)

nsubj(abrindo-3, Estes-1)
aux(abrindo-3, iam-2)
root(ROOT-0, abrindo-3)
dobj(abrindo-3, caminho-4)
adpmod(caminho-4, entre-5)
det(povo-7, o-6)
adpobj(entre-5, povo-7)
nsubj(chegava-9, que-8)
rcmod(povo-7, chegava-9)
partmod(chegava-9, correndo-10)
adpmod(correndo-10, pelo-11)
adpobj(pelo-11, beco-12)
mark(ver-14, para-13)
advcl(correndo-10, ver-14)
det(incêndio-16, o-15)
dobj(ver-14, incêndio-16)
p(abrindo-3, .-17)

mwe(que-2, Antes-1)
mark(perdesse-5, que-2)
nsubj(perdesse-5, Teodoro-3)
dobj(perdesse-5, se-4)
nsubj(caiu-14, perdesse-5)
adpmod(perdesse-5, no-6)
adpobj(no-6, começo-7)
adpmod(começo-7, da-8)
adpobj(da-8, estrada-9)
dobj(perdesse-5, um-10)
adpmod(um-10, dos-11)
poss(homens-13, seus-12)
adpobj(dos-11, homens-13)
root(ROOT-0, caiu-14)
partmod(caiu-14, baleado-15)
p(caiu-14, .-16)

det(cavalo-2, O-1)
nsubj(correr-5, cavalo-2)
aux(correr-5, continuou-3)
adp(correr-5, a-4)
root(ROOT-0, correr-5)
adpmod(correr-5, sem-6)
adpobj(sem-6, cavaleiro-7)
advmod(correr-5, junto-8)
adpmod(junto-8, com-9)
det(resto-11, o-10)
adpobj(com-9, resto-11)
adpmod(resto-11, da-12)
adpobj(da-12, comitiva-13)
p(correr-5, .-14)

det(homens-2, Os-1)
nsubj(andaram-5, homens-2)
adpmod(homens-2, de-3)
adpobj(de-3, Horácio-4)
root(ROOT-0, andaram-5)
mark(ferido-8, para-6)
dobj(ferido-8, o-7)
advcl(andaram-5, ferido-8)
cc(ferido-8, e-9)
conj(ferido-8, terminaram-10)
adpmod(terminaram-10, com-11)
adpobj(com-11, ele-12)
det(facão-14, a-13)
dobj(andaram-5, facão-14)
p(andaram-5, .-15)

det(mar-2, O-1)
nsubj(respondeu-9, mar-2)
det(homem-4, O-3)
nsubj(respondeu-9, homem-4)
adpmod(homem-4, de-5)
adpobj(de-5, colete-6)
amod(colete-6, azul-7)
neg(respondeu-9, não-8)
root(ROOT-0, respondeu-9)
p(respondeu-9, .-10)

root(ROOT-0, Ficava-1)
acomp(Ficava-1, miudinho-2)
adpmod(miudinho-2, com-3)
det(colete-6, o-4)
amod(colete-6, enorme-5)
nsubj(desabando-8, colete-6)
amod(colete-6, azul-7)
adpcomp(com-3, desabando-8)
adpmod(desabando-8, sobre-9)
det(calças-11, as-10)
adpobj(sobre-9, calças-11)
adpmod(calças-11, de-12)
adpobj(de-12, brim-13)
amod(brim-13, pardo-14)
advmod(pardas-16, mais-15)
amod(pardo-14, pardas-16)
advmod(desabando-8, ainda-17)
adpmod(ainda-17, da-18)
adpobj(da-18, sujeira-19)
p(Ficava-1, .-20)

root(ROOT-0, Ia-1)
det(noite-3, uma-2)
dobj(Ia-1, noite-3)
amod(noite-3, lírica-4)
advmod(fora-6, lá-5)
advmod(noite-3, fora-6)
p(Ia-1, .-7)

det(poesia-2, A-1)
nsubj(chegava-5, poesia-2)
adpmod(poesia-2, da-3)
adpobj(da-3, noite-4)
root(ROOT-0, chegava-5)
adpmod(chegava-5, até-6)
det(balcão-8, o-7)
adpobj(até-6, balcão-8)
amod(balcão-8, seboso-9)
adpmod(balcão-8, da-10)
adpobj(da-10, venda-11)
advmod(chegava-5, através-12)
adpmod(através-12, dum-13)
adpobj(dum-13, pedaço-14)
adpmod(pedaço-14, de-15)
adpcomp(de-15, luar-16)
mark(caia-18, que-17)
ccomp(luar-16, caia-18)
adpmod(caia-18, sobre-19)
det(pedras-21, as-20)
adpobj(sobre-19, pedras-21)
adpmod(pedras-21, da-22)
adpobj(da-22, rua-23)
det(estrelas-25, as-24)
nsubj(caia-18, estrelas-25)
appos(estrelas-25, entrevistas-26)
adpmod(entrevistas-26, pelas-27)
adpobj(pelas-27, portas-28)
amod(portas-28, abertas-29)
appos(entrevistas-26, o-30)
partmod(o-30, longínquo-31)
dobj(longínquo-31, som-32)
adpmod(som-32, de-33)
det(violão-35, um-34)
nsubj(cantava-50, violão-35)
dobj(tocava-38, que-36)
nsubj(tocava-38, alguém-37)
rcmod(violão-35, tocava-38)
adpmod(tocava-38, ao-39)
amod(tempo-41, mesmo-40)
adpobj(ao-39, tempo-41)
dep(morna-47, que-42)
det(voz-44, uma-43)
nsubj(morna-47, voz-44)
adpmod(voz-44, de-45)
adpobj(de-45, mulher-46)
rcmod(tempo-41, morna-47)
dobj(morna-47, voz-48)
amod(voz-48, soturna-49)
adpcomp(de-33, cantava-50)
det(música-52, certa-51)
dobj(cantava-50, música-52)
adpmod(música-52, sobre-53)
adpobj(sobre-53, amores-54)
partmod(som-32, perdidos-55)
adpmod(perdidos-55, numa-56)
amod(mocidade-58, distante-57)
adpobj(numa-56, mocidade-58)
p(chegava-5, .-59)

root(ROOT-0, Talvez-1)
advmod(Talvez-1, mais-2)
adpmod(mais-2, que-3)
det(luar-5, o-4)
adpobj(que-3, luar-5)
cc(mais-2, e-6)
conj(mais-2, que-7)
det(estrelas-9, as-8)
adpobj(que-7, estrelas-9)
appos(estrelas-9, que-10)
det(cheiro-12, o-11)
appos(que-10, cheiro-12)
amod(cheiro-12, pecaminoso-13)
adpmod(cheiro-12, dos-14)
adpobj(dos-14, jasmineiros-15)
adpmod(cheiro-12, no-16)
adpobj(no-16, sobrado-17)
amod(sobrado-17, próximo-18)
adpmod(cheiro-12, que-19)
det(luzes-21, as-20)
adpobj(que-19, luzes-21)
adpmod(luzes-21, do-22)
adpobj(do-22, navio-23)
amod(navio-23, iluminado-24)
advmod(mais-26, talvez-25)
advmod(luzes-21, mais-26)
adpmod(mais-26, que-27)
adpobj(que-27, tudo-28)
nsubj(perturbou-39, isso-29)
adpmod(isso-29, a-30)
adpobj(a-30, voz-31)
amod(voz-31, morna-32)
adpmod(voz-31, da-33)
adpobj(da-33, mulher-34)
nsubj(cantava-36, que-35)
rcmod(mulher-34, cantava-36)
adpmod(cantava-36, na-37)
adpobj(na-37, noite-38)
rcmod(tudo-28, perturbou-39)
det(corações-41, os-40)
dobj(perturbou-39, corações-41)
amod(corações-41, cansados-42)
adpmod(corações-41, dos-43)
adpobj(dos-43, homens-44)
nsubj(sentados-47, que-45)
aux(sentados-47, dormiam-46)
rcmod(homens-44, sentados-47)
adpmod(sentados-47, em-48)
adpobj(em-48, caixotes-49)
cc(perturbou-39, ou-50)
conj(perturbou-39, encostados-51)
adpmod(encostados-51, no-52)
adpobj(no-52, balcão-53)
p(cheiro-12, .-54)

nsubj(repetiu-5, O-1)
adpmod(O-1, de-2)
adpobj(de-2, anelão-3)
amod(anelão-3, falso-4)
root(ROOT-0, repetiu-5)
det(pergunta-7, a-6)
dobj(repetiu-5, pergunta-7)
advmod(respondia-16, já-8)
mark(respondia-16, que-9)
det(homem-11, o-10)
nsubj(respondia-16, homem-11)
adpmod(homem-11, de-12)
adpobj(de-12, colete-13)
amod(colete-13, azul-14)
neg(respondia-16, não-15)
advcl(pergunta-7, respondia-16)
p(respondia-16, :-17)
p(respondia-16, --18)
cc(respondia-16, E-19)
mark(teve-24, você-20)
poss(lesma-22, seu-21)
nsubj(teve-24, lesma-22)
advmod(teve-24, nunca-23)
conj(respondia-16, teve-24)
det(mulher-26, uma-25)
dobj(teve-24, mulher-26)
p(repetiu-5, .-27)
p(repetiu-5, ?-28)

cc(foi-2, Mas-1)
root(ROOT-0, foi-2)
det(loiro-4, o-3)
attr(foi-2, loiro-4)
nsubj(falou-6, quem-5)
rcmod(loiro-4, falou-6)
p(falou-6, :-7)
p(Ora-9, --8)
compmod(mulher-11, Ora-9)
det(mulher-11, uma-10)
dobj(falou-6, mulher-11)
p(foi-2, .-12)
p(foi-2, .-13)

root(ROOT-0, Dezenas-1)
adpmod(Dezenas-1, de-2)
adpobj(de-2, mulheres-3)
adpmod(Dezenas-1, em-4)
det(portos-7, todos-5)
det(portos-7, os-6)
adpobj(em-4, portos-7)
p(Dezenas-1, .-8)

nsubj(é-2, Mulher-1)
root(ROOT-0, é-2)
attr(é-2, bicho-3)
nsubj(falta-6, que-4)
neg(falta-6, não-5)
rcmod(bicho-3, falta-6)
adpmod(falta-6, para-7)
adpobj(para-7, marinheiro-8)
p(é-2, .-9)

nsubj(tive-4, Eu-1)
adpmod(tive-4, por-2)
adpobj(por-2, mim-3)
root(ROOT-0, tive-4)
adpmod(tive-4, ás-5)
adpobj(ás-5, dúzias-6)
p(tive-4, .-7)

p(fazia-2, --1)
root(ROOT-0, fazia-2)
det(gesto-4, um-3)
dobj(fazia-2, gesto-4)
adpmod(gesto-4, com-5)
det(mãos-7, as-6)
adpobj(com-5, mãos-7)
partmod(fazia-2, abrindo-8)
cc(abrindo-8, e-9)
conj(abrindo-8, fechando-10)
det(dedos-12, os-11)
dobj(abrindo-8, dedos-12)
p(fazia-2, .-13)

det(prostituta-2, A-1)
nsubj(cuspiu-3, prostituta-2)
root(ROOT-0, cuspiu-3)
adpmod(cuspiu-3, por-4)
adpmod(por-4, entre-5)
det(dentes-7, os-6)
nsubj(olhou-9, dentes-7)
amod(dentes-7, podres-8)
adpcomp(entre-5, olhou-9)
adpmod(olhou-9, com-10)
adpobj(com-10, interesse-11)
det(marinheiro-14, o-12)
amod(marinheiro-14, loiro-13)
nsubj(é-20, marinheiro-14)
p(marinheiro-14, :-15)
p(Coração-17, --16)
appos(marinheiro-14, Coração-17)
adpmod(Coração-17, de-18)
adpobj(de-18, marinheiro-19)
parataxis(olhou-9, é-20)
adpmod(é-20, como-21)
det(ondas-23, as-22)
adpobj(como-21, ondas-23)
adpmod(ondas-23, do-24)
adpobj(do-24, mar-25)
nsubj(vão-27, que-26)
rcmod(mar-25, vão-27)
cc(vão-27, e-28)
conj(vão-27, vem-29)
p(cuspiu-3, .-30)

root(ROOT-0, Bem-1)
nsubj(conheci-3, que-2)
rcmod(Bem-1, conheci-3)
dobj(conheci-3, José-4)
adpmod(José-4, de-5)
adpobj(de-5, Santa-6)
p(Bem-1, .-7)

det(dia-2, Um-1)
nsubj(foi-3, dia-2)
root(ROOT-0, foi-3)
partmod(foi-3, embora-4)
poss(calado-6, seu-5)
nsubj(embora-4, calado-6)
adpmod(calado-6, num-7)
adpobj(num-7, navio-8)
nsubj(era-11, que-9)
advmod(era-11, nem-10)
rcmod(navio-8, era-11)
adpmod(era-11, dele-12)
p(foi-3, .-13)

p(Ora-2, --1)
advmod(continuou-4, Ora-2)
p(Ora-2, --3)
root(ROOT-0, continuou-4)
det(marinheiro-6, o-5)
nsubj(ancorar-12, marinheiro-6)
p(um-8, --7)
nsubj(ancorar-12, um-8)
amod(um-8, marítimo-9)
neg(ancorar-12, não-10)
aux(ancorar-12, pode-11)
xcomp(continuou-4, ancorar-12)
advmod(ancorar-12, mesmo-13)
adpmod(ancorar-12, em-14)
adpobj(em-14, carne-15)
adpmod(carne-15, de-16)
adpobj(de-16, mulher-17)
dep(ancorar-12, nenhuma-18)
p(continuou-4, .-19)

det(dia-2, Um-1)
nsubj(vai-3, dia-2)
root(ROOT-0, vai-3)
mark(fica-7, embora-4)
det(doca-6, a-5)
nsubj(fica-7, doca-6)
advcl(vai-3, fica-7)
acomp(fica-7, vazia-8)
csubj(fica-7, vem-9)
nsubj(vem-9, outro-10)
cc(outro-10, e-11)
conj(outro-10, atraca-12)
p(vai-3, .-13)

nsubj(é-4, Mulher-1)
nsubj(é-4, meu-2)
advmod(é-4, bem-3)
root(ROOT-0, é-4)
attr(é-4, bicho-5)
advmod(traiçoeiro-7, mais-6)
amod(bicho-5, traiçoeiro-7)
adpmod(bicho-5, que-8)
adpobj(que-8, temporal-9)
adpmod(temporal-9, de-10)
adpobj(de-10, vento-11)
p(é-4, .-12)

advmod(entrar-7, Agora-1)
det(pedaço-3, um-2)
nsubj(entrar-7, pedaço-3)
adpmod(pedaço-3, de-4)
adpobj(de-4, luar-5)
amod(luar-5, forcejava-6)
root(ROOT-0, entrar-7)
adpmod(entrar-7, pela-8)
adpobj(pela-8, porta-9)
partmod(entrar-7, iluminando-10)
det(chão-12, o-11)
dobj(iluminando-10, chão-12)
adpmod(chão-12, de-13)
adpobj(de-13, tábuas-14)
amod(tábuas-14, grossas-15)
p(entrar-7, .-16)

nsubj(cutucou-5, O-1)
adpmod(O-1, de-2)
adpobj(de-2, anelão-3)
amod(anelão-3, falso-4)
root(ROOT-0, cutucou-5)
det(colete-7, o-6)
dobj(cutucou-5, colete-7)
adpmod(colete-7, do-8)
adpobj(do-8, outro-9)
adpmod(cutucou-5, com-10)
det(faca-12, a-11)
adpobj(com-10, faca-12)
adpmod(faca-12, de-13)
adpcomp(de-13, partir-14)
dobj(partir-14, carne-15)
amod(carne-15, seca-16)
p(cutucou-5, :-17)
p(Fala-19, --18)
parataxis(cutucou-5, Fala-19)
partmod(Fala-19, lesma-20)
p(cutucou-5, .-21)

neg(é-2, Não-1)
root(ROOT-0, é-2)
attr(é-2, verdade-3)
nsubjpass(direitinho-6, que-4)
auxpass(direitinho-6, é-5)
rcmod(verdade-3, direitinho-6)
det(lesma-8, uma-7)
attr(direitinho-6, lesma-8)
p(é-2, ?-9)

nsubj(viram-3, Vocês-1)
advmod(viram-3, já-2)
root(ROOT-0, viram-3)
dobj(viram-3, alguém-4)
advmod(parecido-6, tão-5)
partmod(viram-3, parecido-6)
adpmod(parecido-6, com-7)
det(lesma-9, uma-8)
adpobj(com-7, lesma-9)
p(viram-3, ?-10)

root(ROOT-0, Tu-1)
advmod(teve-3, já-2)
ccomp(Tu-1, teve-3)
dobj(teve-3, mulher-4)
p(Tu-1, ?-5)

det(riu-3, A-1)
amod(riu-3, prostituta-2)
nsubj(passou-6, riu-3)
adpmod(riu-3, ás-4)
adpobj(ás-4, gargalhadas-5)
root(ROOT-0, passou-6)
det(braço-8, o-7)
dobj(passou-6, braço-8)
adpmod(passou-6, pelo-9)
adpobj(pelo-9, pescoço-10)
adpmod(pescoço-10, do-11)
adpobj(do-11, marinheiro-12)
amod(marinheiro-12, loiro-13)
cc(passou-6, e-14)
conj(passou-6, riram-15)
acomp(riram-15, juntos-16)
advmod(juntos-16, então-17)
p(passou-6, .-18)

nsubj(bebeu-5, O-1)
adpmod(O-1, de-2)
adpobj(de-2, colete-3)
amod(colete-3, azul-4)
root(ROOT-0, bebeu-5)
det(resto-7, o-6)
nsubj(limpou-14, resto-7)
adpmod(resto-7, da-8)
adpobj(da-8, cachaça-9)
nsubj(estava-11, que-10)
rcmod(cachaça-9, estava-11)
adpmod(estava-11, no-12)
adpobj(no-12, copo-13)
partmod(bebeu-5, limpou-14)
det(boca-16, a-15)
dobj(limpou-14, boca-16)
adpmod(limpou-14, com-17)
det(manga-19, a-18)
adpobj(com-17, manga-19)
adpmod(manga-19, do-20)
adpobj(do-20, paletó-21)
cc(limpou-14, e-22)
conj(limpou-14, contou-23)
p(contou-23, :-24)
p(sabem-29, --25)
adpmod(sabem-29, Daí-26)
adpobj(Daí-26, vocês-27)
neg(sabem-29, não-28)
ccomp(contou-23, sabem-29)
advmod(foi-32, onde-30)
auxpass(foi-32, foi-31)
ccomp(sabem-29, foi-32)
advmod(longe-34, muito-33)
advmod(foi-32, longe-34)
adpmod(longe-34, daqui-35)
amod(porto-37, noutro-36)
adpobj(daqui-35, porto-37)
partmod(porto-37, noutra-38)
dobj(noutra-38, terra-39)
advmod(maior-41, bem-40)
amod(terra-39, maior-41)
p(bebeu-5, .-42)

root(ROOT-0, Foi-1)
adpmod(Foi-1, num-2)
adpobj(num-2, botequim-3)
iobj(lembro-5, me-4)
csubj(Foi-1, lembro-5)
det(nome-7, o-6)
dobj(lembro-5, nome-7)
p(Mundo-10, :-8)
amod(Mundo-10, Novo-9)
appos(nome-7, Mundo-10)
p(Foi-1, .-11)

nsubj(pediu-4, O-1)
adpmod(O-1, de-2)
adpobj(de-2, anelão-3)
root(ROOT-0, pediu-4)
det(cachaça-6, mais-5)
dobj(pediu-4, cachaça-6)
partmod(pediu-4, dando-7)
det(murro-9, um-8)
dobj(dando-7, murro-9)
adpmod(dando-7, na-10)
adpobj(na-10, mesa-11)
p(pediu-4, .-12)

p(conhecia-3, --1)
nsubj(conhecia-3, Eu-2)
root(ROOT-0, conhecia-3)
det(amiga-5, a-4)
dobj(conhecia-3, amiga-5)
poss(amiga-5, dela-6)
parataxis(conhecia-3, estavam-7)
det(duas-9, as-8)
num(rapaz-12, duas-9)
advmod(um-11, mais-10)
num(rapaz-12, um-11)
nsubj(estavam-7, rapaz-12)
nsubj(tomava-14, eu-13)
partmod(rapaz-12, tomava-14)
det(trago-16, um-15)
dobj(tomava-14, trago-16)
adpmod(tomava-14, com-17)
det(companheiro-19, um-18)
adpobj(com-17, companheiro-19)
cc(tomava-14, e-20)
aux(conversando-23, tava-21)
prt(conversando-23, se-22)
conj(tomava-14, conversando-23)
adpmod(conversando-23, das-24)
adpobj(das-24, ruindades-25)
adpmod(ruindades-25, da-26)
adpobj(da-26, vida-27)
p(conhecia-3, .-28)

root(ROOT-0, Diz-1)
mark(há-4, que-2)
neg(há-4, não-3)
ccomp(Diz-1, há-4)
dobj(há-4, paixão-5)
adpmod(paixão-5, de-6)
amod(olhar-8, primeiro-7)
adpobj(de-6, olhar-8)
advmod(é-11, bem-9)
mark(é-11, que-10)
advcl(há-4, é-11)
attr(é-11, mentira-12)
p(Diz-1, .-13)

det(prostituta-2, A-1)
nsubj(apoiou-3, prostituta-2)
root(ROOT-0, apoiou-3)
adpmod(apoiou-3, com-4)
det(cabeça-6, a-5)
adpobj(com-4, cabeça-6)
cc(apoiou-3, e-7)
conj(apoiou-3, apertou-8)
det(pouco-10, um-9)
dobj(apertou-8, pouco-10)
advmod(braço-13, mais-11)
det(braço-13, o-12)
appos(pouco-10, braço-13)
amod(braço-13, forte-14)
adpmod(braço-13, do-15)
adpobj(do-15, marinheiro-16)
amod(marinheiro-16, loiro-17)
p(apoiou-3, .-18)

det(voz-2, A-1)
nsubj(Partiu-16, voz-2)
adpmod(voz-2, da-3)
adpobj(da-3, mulher-4)
nsubj(cantava-6, que-5)
rcmod(mulher-4, cantava-6)
dobj(cantava-6, encheu-7)
adpmod(encheu-7, de-8)
adpobj(de-8, súbito-9)
adpmod(cantava-6, a-10)
adpobj(a-10, cena-11)
amod(cena-11, suja-12)
adpmod(cena-11, da-13)
adpobj(da-13, venda-14)
p(voz-2, :-15)
root(ROOT-0, Partiu-16)
adpmod(Partiu-16, para-17)
advmod(mais-19, nunca-18)
advmod(voltar-20, mais-19)
adpcomp(para-17, voltar-20)
p(Partiu-16, .-21)

root(ROOT-0, Ficaram-1)
partmod(Ficaram-1, ouvindo-2)
p(Ficaram-1, .-3)

nsubj(sorvia-5, O-1)
adpmod(O-1, de-2)
adpobj(de-2, anel-3)
aux(sorvia-5, ão-4)
root(ROOT-0, sorvia-5)
det(cachaça-7, a-6)
dobj(sorvia-5, cachaça-7)
adpmod(sorvia-5, em-8)
amod(tragos-10, pequenos-9)
adpobj(em-8, tragos-10)
mark(fosse-13, como-11)
prt(fosse-13, se-12)
advcl(sorvia-5, fosse-13)
det(licor-15, um-14)
attr(fosse-13, licor-15)
amod(licor-15, caro-16)
mark(esperava-18, enquanto-17)
advcl(fosse-13, esperava-18)
det(rosto-20, o-19)
dobj(esperava-18, rosto-20)
amod(rosto-20, ansioso-21)
mark(continuasse-28, que-22)
det(homem-24, o-23)
nsubj(continuasse-28, homem-24)
adpmod(homem-24, do-25)
adpobj(do-25, colete-26)
amod(colete-26, azul-27)
rcmod(rosto-20, continuasse-28)
p(sorvia-5, .-29)

p(importa-3, --1)
mark(importa-3, Que-2)
root(ROOT-0, importa-3)
p(importa-3, ?-4)

p(disse-2, --1)
root(ROOT-0, disse-2)
nsubj(disse-2, este-3)
cc(este-3, e-4)
conj(este-3, limpou-5)
det(boca-7, a-6)
dobj(limpou-5, boca-7)
adpmod(boca-7, com-8)
det(manga-10, a-9)
adpobj(com-8, manga-10)
adpmod(manga-10, do-11)
adpobj(do-11, paletó-12)
p(disse-2, .-13)

p(está-4, --1)
det(lua-3, A-2)
nsubj(está-4, lua-3)
root(ROOT-0, está-4)
acomp(está-4, grande-5)
cc(grande-5, e-6)
conj(grande-5, bonita-7)
p(está-4, .-8)

advcl(vejo-5, Há-1)
det(tempo-3, muito-2)
dobj(Há-1, tempo-3)
neg(vejo-5, não-4)
root(ROOT-0, vejo-5)
nsubj(sussurrou-9, ela-6)
advmod(sussurrou-9, assim-7)
p(assim-7, --8)
ccomp(vejo-5, sussurrou-9)
det(prostituta-11, a-10)
dobj(sussurrou-9, prostituta-11)
prt(chegando-13, se-12)
partmod(sussurrou-9, chegando-13)
advmod(chegando-13, mais-14)
adpmod(chegando-13, para-15)
det(loiro-17, o-16)
adpobj(para-15, loiro-17)
p(vejo-5, .-18)

p(Conta-2, --1)
root(ROOT-0, Conta-2)
p(Conta-2, !-3)

root(ROOT-0, Conta-1)
det(resto-3, o-2)
dobj(Conta-1, resto-3)
p(Conta-1, .-4)

p(pediu-2, --1)
root(ROOT-0, pediu-2)
dobj(pediu-2, o-3)
adpmod(o-3, de-4)
adpobj(de-4, anelão-5)
amod(anelão-5, falso-6)
p(pediu-2, .-7)

p(foi-3, --1)
dep(foi-3, Pois-2)
root(ROOT-0, foi-3)
p(foi-3, .-4)

mark(falado-4, Como-1)
nsubj(falado-4, eu-2)
aux(falado-4, tinha-3)
root(ROOT-0, falado-4)
dobj(falado-4, tava-5)
amod(tava-5, sentado-6)
adpmod(falado-4, com-7)
det(amigo-9, um-8)
adpobj(com-7, amigo-9)
partmod(amigo-9, virando-10)
det(trago-12, um-11)
dobj(virando-10, trago-12)
p(falado-4, .-13)

cc(queixando-5, E-1)
nsubj(queixando-5, ele-2)
aux(queixando-5, tava-3)
prt(queixando-5, se-4)
root(ROOT-0, queixando-5)
adpmod(queixando-5, da-6)
adpobj(da-6, vida-7)
adpmod(queixando-5, a-8)
adpobj(a-8, patroa-9)
poss(patroa-9, dele-10)
partmod(queixando-5, andava-11)
adpmod(andava-11, com-12)
det(mazelas-14, umas-13)
adpobj(com-12, mazelas-14)
det(arame-16, o-15)
